name	critic-score	audience-score	rating	genres	director_score	writer_score	actor_score	theater-date	streaming-date	box-office	runtime	studio
88 Minutes2008	5%	43%	"R (for disturbing violent content, brief nudity and language)"	"Drama,Mystery & Suspense"	33	36	"70.0,43.5,33.0,44.0"	"Apr 18, 2008Â wide"	16-Sep-08	"$16,930,884 "	107 minutes	Sony Pictures Entertainment
The Dancer Upstairs2002	64%	76%	"R (for strong violence, and for language)"	"Drama,Musical & Performing Arts,Mystery & Suspense"	62.5	64	"50.0,43.0,64.0,64.0"	"Sep 20, 2002Â wide"	23-Sep-03	"$2,400,000 "	133 minutes	Fox Searchlight Pictures
After Image (2001)	0%	16%	"R (violent images, nudity and some language)"	"Drama,Mystery & Suspense"	0	0	"42.5,23.5,39.0,40.0"	"Jan 19, 2001Â limited"	2-Aug-05	NA	92 minutes	NA
Provoked2007	29%	70%	PG-13	Drama	29	29	"63.0,64.0,52.0,36.0"	"May 11, 2007Â wide"	13-Nov-07	NA	113 minutes	Eros Entertainment
Fruitvale Station2013	94%	87%	"R (for some violence, language throughout and some drug use)"	Drama	94.5	94.5	"39.5,53.5,52.0,33.0"	"Jul 26, 2013Â wide"	14-Jan-14	"$11,010,136 "	84 minutes	The Weinstein Company
Mendy: A Question of Faith (2003)	75%	50%	R	Drama	75	75	"75.0,75.0,75.0,75.0"	"Sep 20, 2003Â wide"	13-Mar-07	NA	92 minutes	Andes Films
Mr. Majestyk1974	75%	66%	"PG (adult situations/language, violence)"	"Action & Adventure,Drama,Mystery & Suspense"	73	43	"65.0,79.0,62.5,70.0"	"Jul 17, 1974Â wide"	4-Feb-03	NA	103 minutes	NA
Broken Hill (2009)	50%	63%	PG (for thematic elements and some language)	"Drama,Kids & Family"	34	34	"50.0,41.0,50.0,40.0"	"Sep 11, 2009Â wide"	17-May-11	NA	102 minutes	NA
The Shack	19%	77%	PG-13 (for thematic material including some violence)	Drama	33	46	"48.0,52.0,57.5,47.0"	"Mar 3, 2017Â wide"	30-May-17	"$57,330,873 "	132 minutes	Lionsgate
Infamous (2006)	73%	69%	"R (for language, violence and some sexuality)"	Drama	73	74	"70.5,43.0,63.0,65.0"	"Oct 13, 2006Â wide"	13-Feb-07	"$1,093,888 "	118 minutes	Warner Independent Pictures
The Bling Ring2013	60%	33%	"R (for teen drug and alcohol use, and for language including some brief sexual references)"	Drama	70	70	"80.0,55.0,64.0,55.0"	"Jun 21, 2013Â wide"	17-Sep-13	"$5,500,000 "	90 minutes	A24 Films
Eddie The Eagle	80%	82%	"PG-13 (for some suggestive material, partial nudity and smoking)"	Drama	64	80	"66.5,57.5,52.0,71.0"	"Feb 26, 2016Â wide"	14-Jun-16	"$20,047,049 "	105 minutes	20th Century Fox
Pollyanna1960	83%	80%	G	"Drama,Kids & Family"	86	86	"86.0,90.0,80.0,82.5"	"May 19, 1960Â wide"	7-May-02	NA	134 minutes	NA
The Soloist	57%	56%	"PG-13 (for thematic elements, some drug use and language)"	"Drama,Musical & Performing Arts"	74.5	65.5	"49.0,60.0,63.5,62.5"	"Apr 24, 2009Â wide"	4-Aug-09	"$31,670,931 "	117 minutes	Dreamworks/Paramount
John Wick: Chapter 2	89%	85%	"R (for strong violence throughout, some language and brief nudity)"	"Action & Adventure,Drama"	73	87.5	"52.0,44.0,57.0,51.0"	"Feb 10, 2017Â wide"	13-Jun-17	"$91,970,516 "	122 minutes	Summit Entertainment
The Dog Lover	22%	52%	"PG (for thematic elements, brief disturbing images and some language)"	Drama	22	22	"41.5,43.0,58.5,11.0"	"Jul 8, 2016Â limited"	5-Jul-16	NA	101 minutes	ESX Productions
Dheepan	87%	82%	"R (for violence, language and brief sexuality/nudity)"	Drama	85	85	"87.5,87.0,87.0,87.0"	"May 6, 2016Â limited"	23-May-17	"$247,597 "	100 minutes	NA
Brothers2009	64%	62%	R (for language and some disturbing violent content)	"Drama,Mystery & Suspense"	64	59	"58.0,73.0,64.0,67.0"	"Dec 4, 2009Â wide"	23-Mar-10	"$28,501,651 "	105 minutes	Lionsgate Films
King of the Gypsies (1978)	80%	65%	"R (adult situations/language, violence)"	Drama	87	87	"40.0,64.0,91.0,65.0"	"Dec 20, 1978Â wide"	3-Jun-08	NA	112 minutes	NA
Tightrope1984	83%	51%	"R (adult situations/language, nudity, violence)"	"Drama,Mystery & Suspense"	89	89	"80.0,77.0,65.0,30.0"	"Aug 17, 1984Â wide"	2-Sep-03	NA	114 minutes	NA
The Long Walk Home (1990)	87%	84%	PG	Drama	80	87	"75.0,44.0,48.0,50.0"	"Dec 21, 1990Â wide"	26-Nov-02	NA	95 minutes	NA
October Baby2012	23%	79%	PG-13 (for mature thematic material)	Drama	43	43	"23.0,23.0,33.0,23.0"	"Mar 23, 2012Â limited"	11-Sep-12	"$5,355,847 "	108 minutes	IDP/Samuel goldwyn Films
The Loneliest Planet2012	71%	31%	NR	Drama	70	70	"70.5,86.0,71.0,71.0"	"Oct 26, 2012Â limited"	26-Feb-13	"$128,519 "	113 minutes	IFC Films
Where the Truth Lies2005	41%	46%	NC17 (Sexuality)	"Drama,Mystery & Suspense"	72	72	"54.0,57.0,59.5,40.0"	"Oct 28, 2005Â wide"	28-Feb-06	"$753,158 "	108 minutes	ThinkFilm
The Miracle (1991)	67%	43%	PG	Drama	67	67	"67.0,48.5,55.0,67.0"	"Jun 1, 1991Â wide"	22-Jan-92	NA	97 minutes	NA
Museum Hours2013	94%	60%	NR	Drama	79	79	"94.0,97.0,94.0"	"Jun 28, 2013Â limited"	17-Dec-13	"$124,184 "	106 minutes	Cinema Guild
Southpaw	59%	75%	"R (for language throughout, and some violence)"	Drama	48	63	"73.0,57.5,60.0,54.0"	"Jul 24, 2015Â wide"	27-Oct-15	"$42,373,328 "	123 minutes	The Weinstein Company
Taxi Driver	98%	93%	"R (violence, language)"	"Drama,Mystery & Suspense"	83	73	"63.5,66.0,55.0,54.0"	"Feb 8, 1976Â wide"	15-Jun-99	NA	112 minutes	NA
Lightning Bug2004	38%	62%	NR	"Drama,Horror,Mystery & Suspense"	38	38	"38.0,41.0,24.0,41.0"	"Apr 9, 2004Â wide"	9-Aug-05	NA	98 minutes	Starz
The Human Centipede II (Full Sequence) (2011)	29%	22%	R	"Drama,Horror"	29	29	"29.0,39.5,29.0,30.0"	"Oct 7, 2011Â limited"	14-Feb-12	"$122,890 "	88 minutes	IFC Films
Audrey Rose1977	46%	42%	PG	"Drama,Horror,Mystery & Suspense"	82	50	"50.0,56.5,80.0,26.0"	"Apr 6, 1977Â wide"	28-Aug-01	NA	112 minutes	NA
Sweet Dreams (1985)	95%	81%	PG-13 (adult situations/language)	"Drama,Musical & Performing Arts"	78	77	"65.0,64.0,71.0,72.0"	"Oct 2, 1985Â wide"	7-Aug-01	NA	115 minutes	HBO Video
Becks	95%	89%	NR	Drama	95	95	"95.0,29.0,52.0,34.5"	"Feb 9, 2018Â limited"	9-Feb-18	NA	90 minutes	Irony Point
The Hurricane Heist	45%	24%	"PG-13 (for sequences of gun violence, action, destruction, language and some suggestive material)"	"Action & Adventure,Drama,Mystery & Suspense"	48	45	"41.5,55.0,52.5,65.0"	"Mar 9, 2018Â wide"	5-Jun-18	NA	103 minutes	Entertainment Studios Motion Pictures
There Be Dragons2011	15%	54%	"PG-13 (for violence and combat sequences, some language and thematic elements)"	Drama	30	30	"43.5,40.0,50.0,52.5"	"May 6, 2011Â limited"	10-Jan-12	"$1,065,439 "	120 minutes	Samuel Goldwyn Films
Idlewild2006	47%	65%	"R (for violence, sexuality, nudity and language)"	"Drama,Musical & Performing Arts"	47	47	"54.5,45.5,45.0,54.5"	"Aug 25, 2006Â wide"	5-Dec-06	"$12,549,485 "	121 minutes	Universal Pictures
Victoria2015	82%	83%	NR	Drama	82	86	"63.0,82.0,82.0,89.5"	"Oct 9, 2015Â limited"	8-Mar-16	"$108,602 "	140 minutes	Adopt Films
Hickey & Boggs2000	60%	58%	PG	"Action & Adventure,Drama,Mystery & Suspense"	56	NA	"56.0,57.5,63.0,60.0"	"Jan 1, 2000Â wide"	25-May-04	NA	111 minutes	NA
Southie1998	38%	49%	"R (adult situations/language, sex, violence)"	"Action & Adventure,Drama,Mystery & Suspense"	29	54	"29.0,30.0,60.0,54.0"	"Jun 10, 1998Â wide"	31-May-05	NA	95 minutes	NA
Nothing Bad Can Happen (2014)	73%	64%	NR	"Drama,Mystery & Suspense"	70	70	"67.5,86.0,73.0,73.0"	"Jun 27, 2014Â limited"	14-Oct-14	NA	110 minutes	Drafthouse Films
Truth	62%	62%	R (for language and a brief nude photo)	Drama	51	51	"76.5,71.0,53.0,60.0"	"Oct 16, 2015Â limited"	2-Feb-16	"$1,580,106 "	125 minutes	Sony Pictures
The Horseman2008	59%	58%	"R (for strong brutal violence throughout, some torture, sexual content and language)"	"Drama,Mystery & Suspense"	59	59	"54.0,59.0,59.0,45.5"	"Aug 3, 2008Â wide"	1-Mar-10	NA	96 minutes	NA
Persona (1966)	90%	94%	NR	Drama	89.5	89.5	"88.0,88.0,85.5,81.0"	"Oct 18, 1966Â wide"	16-Mar-04	NA	81 minutes	NA
Life Inside Out2014	63%	88%	NR	Drama	63	63	"63.0,63.0,47.0,48.0"	"Oct 17, 2014Â limited"	21-Apr-15	NA	102 minutes	Life Inside Out The Movie
Bobby G. Can't Swim (1999)	70%	64%	"R (for language and drug content, some sexuality and violence)"	Drama	66.5	66.5	"66.5,74.0,70.0,70.0"	"Mar 6, 1999Â wide"	4-Oct-05	NA	89 minutes	cinTBLAST!
Handsome Harry (2010)	81%	56%	R (for language and some sexual content)	Drama	50	81	"57.0,56.5,62.0,72.0"	"Apr 16, 2010Â wide"	28-Dec-10	NA	94 minutes	Screen Media Ventures
Closer To The Moon2015	46%	54%	NR	Drama	46	46	"57.0,50.5,64.5,66.0"	"Apr 17, 2015Â limited"	14-Sep-15	NA	110 minutes	IFC Films
Made in Dagenham2010	80%	75%	R (for language and brief sexuality)	Drama	65	80	"82.5,54.0,64.0,61.0"	"Nov 19, 2010Â limited"	29-Mar-11	"$1,094,798 "	113 minutes	Sony Pictures Classics
Love Ranch2010	13%	27%	"R (for sexual content, pervasive language and some violence)"	Drama	66	19	"62.0,57.0,18.0,37.5"	"Jun 30, 2010Â wide"	9-Nov-10	"$134,904 "	117 minutes	NA
Ted Bundy2002	41%	45%	R (violence)	"Drama,Horror,Mystery & Suspense"	35.5	35.5	"37.0,30.0,33.5,41.0"	"Sep 13, 2002Â wide"	1-Oct-02	NA	96 minutes	NA
The Kindergarten Teacher (Haganenet)	76%	42%	NR	Drama	68.5	68.5	"76.0,76.0,76.0,67.5"	"Jul 31, 2015Â limited"	8-Dec-15	NA	120 minutes	NA
Fear1996	39%	63%	R	"Drama,Horror,Mystery & Suspense"	39.5	47.5	"51.0,53.0,52.5,44.0"	"Apr 12, 1996Â wide"	27-Oct-98	NA	97 minutes	NA
Aloft2015	16%	24%	R (for language and some sexuality)	Drama	81	81	"50.0,69.5,64.0,89.0"	"May 22, 2015Â limited"	29-Sep-15	NA	112 minutes	Sony Pictures Classics
Point of No Return (The Assassin)1993	50%	49%	R	"Action & Adventure,Drama,Mystery & Suspense"	65	77	"53.0,51.0,51.0,49.0"	"Mar 19, 1993Â wide"	19-Aug-03	NA	108 minutes	NA
Danika2006	29%	31%	"R (violence, language, some sexual content and a scene of drug use)"	"Drama,Horror,Mystery & Suspense"	48.5	31	"60.0,32.5,36.0,55.5"	"Jun 10, 2006Â wide"	26-Dec-06	NA	79 minutes	NA
NA												
Kidnap	38%	50%	R (for violence and peril)	"Action & Adventure,Drama,Mystery & Suspense"	44.5	38	"45.0,38.0,41.5,49.0"	"Aug 4, 2017Â wide"	31-Oct-17	"$30,597,319 "	82 minutes	NA
The Last Sin Eater (2007)	19%	72%	"PG-13 (for thematic elements, and some intense sequences of violence)"	Drama	18.5	NA	"39.0,52.5,30.5"	"Feb 9, 2007Â wide"	15-May-07	"$246,483 "	118 minutes	Fox Faith Films
The Godfather	98%	98%	R (N/A)	Drama	72	72	"80.5,70.0,58.5,98.0"	"Mar 24, 1972Â wide"	9-Oct-01	NA	175 minutes	Paramount Pictures
Sollers Point	84%	63%	"R (for pervasive language, drug thematic material)"	Drama	82	82	"84.0,64.0,81.5,71.0"	"May 18, 2018Â limited"	25-Sep-18	NA	102 minutes	NA
Flags of Our Fathers (2006)	73%	69%	"R (for sequences of graphic war violence and carnage, and for language)"	"Action & Adventure,Drama"	80	73	"48.0,57.0,38.0,56.0"	"Oct 20, 2006Â wide"	6-Feb-07	"$33,600,000 "	131 minutes	Paramount
Before I Fall	64%	57%	"PG-13 (for mature thematic content involving drinking, sexuality, bullying, some violent images, and language - all involving teens)"	Drama	64	51	"41.0,57.0,64.0,64.0"	"Mar 3, 2017Â wide"	30-May-17	"$12,230,741 "	99 minutes	Open Road Films
The Rite2011	21%	40%	"PG-13 (for disturbing thematic material, violence, frightening images, and language including sexual references)"	"Drama,Mystery & Suspense"	36	37.5	"56.5,52.0,44.0,65.0"	"Jan 28, 2011Â wide"	17-May-11	"$33,037,754 "	114 minutes	Warner Bros. Pictures/New Line Cinema
The Gathering Storm (2002)	83%	81%	PG	"Drama,Television"	69	74	"81.0,70.0,76.0,76.0"	"Apr 27, 2002Â wide"	4-Feb-03	NA	105 minutes	HBO Video
Unstoppable2010	86%	72%	"PG-13 (for sequences of action and peril, and some language)"	"Action & Adventure,Drama,Mystery & Suspense"	54	61	"73.0,66.0,45.5,56.0"	"Nov 12, 2010Â wide"	15-Feb-11	"$81,557,479 "	98 minutes	20th Century Fox
Lincoln2012	89%	80%	"PG-13 (for an intense scene of war violence, some images of carnage and brief strong language)"	Drama	74	82.5	"88.0,69.0,71.0,59.0"	"Nov 16, 2012Â wide"	26-Mar-13	"$129,477,447 "	149 minutes	Dreamworks Pictures
Autumn Lights	14%	86%	NR	"Drama,Mystery & Suspense"	14	14	"14.0,14.0,86.0,14.0"	"Oct 21, 2016Â limited"	21-Oct-16	NA	98 minutes	Last Carnival
Alexandra (2007)	88%	69%	NR	Drama	86	86	"88.0,88.0,88.0,44.0"	"May 25, 2007Â wide"	28-Apr-09	NA	94 minutes	The Cinema Guild
Green Dragon (2001)	61%	52%	"PG-13 (for some disturbing situations, nudity and language)"	Drama	67	NA	"56.0,57.5,63.0,44.0"	"Jan 19, 2001Â wide"	10-Sep-02	NA	113 minutes	Silver Nitrate Films
Quantum of Solace2008	65%	58%	"PG-13 (for intense sequences of violence and action, and some sexual content)"	"Action & Adventure,Drama,Mystery & Suspense"	66	58	"63.0,39.0,81.5,66.0"	"Nov 14, 2008Â wide"	24-Mar-09	"$168,400,000 "	105 minutes	Sony/MGM
The Journey of August King1996	57%	68%	PG-13	Drama	70.5	57	"46.0,57.0,43.0,64.0"	"Apr 19, 1996Â wide"	14-Jan-03	NA	90 minutes	NA
I am Yours2013	100%	50%	NR	Drama	88	88	"69.0,96.0,88.0,83.0"	NA	11-Nov-14	NA	98 minutes	NA
The War Bride (War Bride) (2001)	57%	77%	NR	Drama	57	NA	NA	"Dec 8, 2001Â wide"	7-Sep-04	NA	100 minutes	NA
Eagle Eye2008	27%	62%	"PG-13 (for intense sequences of action and violence, and for language)"	"Drama,Mystery & Suspense"	33	27	"58.0,48.0,27.0,45.5"	"Sep 16, 2008Â wide"	27-Dec-08	"$101,111,837 "	117 minutes	Paramount Studios
Dear Frankie2005	81%	90%	PG-13 (for language)	Drama	81	81	"63.0,79.0,81.0,87.0"	"Mar 4, 2005Â limited"	5-Jul-05	NA	102 minutes	Miramax Films
I Am Not a Serial Killer	92%	61%	NR	"Drama,Mystery & Suspense"	76	76	"72.0,55.0,42.0,60.0"	"Aug 26, 2016Â limited"	26-Aug-16	NA	104 minutes	NA
Transsiberian2008	93%	65%	"R (for some violence, including torture and language)"	"Drama,Mystery & Suspense"	72	72	"57.0,63.0,60.5,45.5"	"Jul 18, 2008Â wide"	4-Nov-08	"$2,026,565 "	111 minutes	First Look
Miss Meadows (2014)	26%	32%	NR	Drama	39	39	"42.0,71.0,50.5,60.5"	"Nov 14, 2014Â limited"	27-Jan-15	NA	88 minutes	Eone Films
Devil in a Blue Dress1995	88%	69%	R	"Drama,Mystery & Suspense"	79.5	79.5	"73.0,42.5,61.0,74.5"	"Sep 29, 1995Â wide"	9-Mar-99	NA	101 minutes	NA
Pretty Baby1978	74%	58%	R	Drama	90	82	"62.5,74.0,64.0,71.5"	"Apr 5, 1978Â wide"	18-Nov-03	NA	109 minutes	NA
The Accountant	51%	76%	R (for strong violence and language throughout)	Drama	54	48	"52.0,56.5,51.0,67.0"	"Oct 14, 2016Â wide"	10-Jan-17	"$86,198,014 "	128 minutes	Warner Bros. Pictures
I'm Not Ashamed	22%	83%	"PG-13 (for thematic material, teen drinking and smoking, disturbing violent content and some suggestive situations)"	Drama	29	22	"22.0,15.0,27.5,18.0"	"Oct 21, 2016Â limited"	24-Jan-17	"$2,080,932 "	112 minutes	Visible Pictures
The Hanging Garden1998	94%	73%	"R (for strong sexuality, language, and a scene of a hanging, and some teen drug use)"	Drama	57	57	"94.0,77.0,75.0,94.0"	"May 15, 1998Â limited"	3-Jun-03	NA	91 minutes	NA
Inglourious Basterds	88%	87%	"R (for strong graphic violence, language and brief sexuality)"	"Action & Adventure,Drama"	69.5	69.5	"70.5,64.0,51.0,61.0"	"Aug 21, 2009Â wide"	15-Dec-09	"$120,523,073 "	153 minutes	The Weinstein Company
Billionaire Boys Club2018	8%	38%	"R (for language throughout, drug use, some violence and sexual content)"	"Drama,Mystery & Suspense"	20.5	26	"66.5,41.0,57.5,50.5"	"Aug 17, 2018Â limited"	18-Sep-18	NA	100 minutes	NA
Outlaw King	61%	71%	"R (for sequences of brutal war violence some sexuality, language and brief nudity)"	"Action & Adventure,Drama"	61	61	"66.0,66.0,61.0,69.0"	"Nov 9, 2018Â limited"	9-Nov-18	NA	117 minutes	NA
Barry (2016)	80%	54%	NR	Drama	66	80	"68.0,78.0,44.0,54.0"	"Dec 16, 2016Â limited"	16-Dec-16	NA	104 minutes	Netflix
Higher Learning1994	49%	74%	R	Drama	60	60	"43.0,38.5,50.0,50.0"	"Jun 1, 1994Â wide"	3-Jul-01	NA	126 minutes	NA
The Art of War2000	16%	36%	"R (for strong violence, some sexuality, langauge and brief drug content)"	"Action & Adventure,Drama,Mystery & Suspense"	23	25	"39.5,33.5,43.0,49.0"	"Aug 25, 2000Â wide"	26-Dec-00	"$29,458,928 "	120 minutes	Warner Bros. Pictures
6 Balloons	86%	53%	NR	Drama	86	86	"72.0,59.5"	NA	6-Apr-18	NA	75 minutes	Netflix
Free Style2009	33%	52%	"PG (for language, some sensuality and thematic material)"	"Drama,Kids & Family"	33	33	"57.0,58.5,38.0,27.5"	"Oct 9, 2009Â wide"	9-Feb-10	"$97,764 "	94 minutes	IDP/Samuel goldwyn Films
Spring Forward2000	88%	81%	R	Drama	68	68	"64.5,76.0,71.0,70.0"	"Dec 8, 2000Â wide"	17-Sep-02	NA	111 minutes	NA
Prey for Rock & Roll (2003)	55%	63%	"R (for language, sexual content, drug use and brief violence)"	"Drama,Musical & Performing Arts"	33	55	"37.5,24.0,56.5,55.0"	"Sep 26, 2003Â wide"	9-Mar-04	NA	104 minutes	Mac Releasing
True Believer1989	95%	63%	"R (adult situations/language, violence)"	"Drama,Mystery & Suspense"	29	83.5	"58.5,73.0,60.0,61.0"	"Jan 1, 1989Â wide"	2-Apr-01	NA	109 minutes	NA
11-Sep	11%	43%	R (for language)	Drama	11	11	"36.0,44.0,46.0,37.5"	"Sep 8, 2017Â wide"	16-Jan-18	"$120,500 "	94 minutes	Atlas Distribution
Eraserhead (1977)	91%	83%	R	"Drama,Horror,Special Interest"	77.5	77.5	"61.5,73.5,91.0,81.0"	"Jan 1, 1977Â wide"	6-Jun-05	NA	89 minutes	NA
Speed Racer (2008)	40%	60%	"PG (for sequences of action, some violence, language and brief smoking)"	"Action & Adventure,Drama"	66	66	"54.0,35.0,64.0,52.0"	"Apr 28, 2008Â wide"	16-Sep-08	"$43,929,341 "	135 minutes	Warner Bros. Pictures
Kon Tiki2013	83%	77%	PG-13 (for a disturbing violent sequence)	Drama	71	84	"81.5,84.0,83.0,83.0"	"Apr 26, 2013Â limited"	27-Aug-13	"$1,511,798 "	101 minutes	The Weinstein Company
The Hungry Ghosts (2010)	14%	63%	"R (for sexuality, drug use, language and some disturbing content)"	Drama	48	48	"44.0,62.5,40.5,82.0"	"Oct 1, 2010Â limited"	2-Nov-10	NA	104 minutes	Virgil Pictures
A Little Princess1995	97%	88%	G	"Drama,Kids & Family"	81	72.5	"81.5,67.5,87.5,73.0"	"Aug 4, 1995Â wide"	18-Nov-97	NA	98 minutes	NA
Big Eyes (2014)	72%	68%	PG-13 (for thematic elements and brief strong language)	Drama	75	63	"63.5,51.0,55.0,37.0"	"Dec 25, 2014Â wide"	14-Apr-15	"$8,021,168 "	106 minutes	The Weinstein Company
Grey Gardens2009	87%	78%	NR	"Drama,Television"	63	63	"57.0,65.0,52.0,45.5"	"Apr 18, 2009Â limited"	14-Jul-09	NA	105 minutes	NA
The Blue Butterfly2004	44%	64%	PG (for thematic elements and language.)	"Action & Adventure,Drama,Kids & Family"	65.5	55.5	"67.0,67.0,59.5,52.0"	"Feb 20, 2004Â limited"	23-May-06	NA	100 minutes	NA
3 Nights In The Desert2015	40%	65%	R (for language and some sexual content)	Drama	42	40	"50.0,66.0,40.0"	"Feb 6, 2015Â limited"	31-Mar-15	"$1,279 "	90 minutes	Monterey Media Inc.
Jackie Brown1997	86%	85%	"R (For strong language, some violence, drug use and sexuality)"	"Action & Adventure,Drama,Mystery & Suspense"	69.5	69.5	"52.0,65.0,50.0,53.0"	"Dec 25, 1997Â wide"	5-Aug-98	NA	154 minutes	NA
Not Fade Away2012	70%	42%	"R (for pervasive language, some drug use and sexual content)"	Drama	63.5	63.5	"54.0,59.0,70.0,44.0"	"Dec 21, 2012Â limited"	30-Apr-13	"$605,747 "	112 minutes	Paramount Studios
White Oleander2002	69%	81%	"PG-13 (for mature thematic elements, drug content, language, sexuality and violence)"	Drama	51	38.5	"59.5,59.0,69.0,59.0"	"Oct 11, 2002Â wide"	11-Mar-03	"$16,297,019 "	109 minutes	Warner Bros. Pictures
The Prowler (Cost of Living ) (1951)	100%	84%	PG	"Drama,Mystery & Suspense"	69.5	100	"90.0,96.0,92.0,88.0"	"Dec 3, 1951Â wide"	1-Feb-11	NA	92 minutes	VCI Entertainment
The Mummy	15%	35%	"PG-13 (for violence, action and scary images, and for some suggestive content and partial nudity)"	"Action & Adventure,Drama,Horror"	47	65.5	"68.0,67.0,30.0,60.0"	"Jun 9, 2017Â wide"	12-Sep-17	"$80,072,590 "	120 minutes	Universal Pictures
Kepler's Dream (2017)	56%	100%	NR	"Drama,Kids & Family"	56	56	"57.0,56.0,21.5,41.0"	"Dec 1, 2017Â limited"	1-Dec-17	NA	90 minutes	Leomark Studios
Juice1992	77%	90%	"R (adult situations/language, violence)"	"Action & Adventure,Drama"	38	38	"43.0,68.5,69.0,32.0"	"Jan 17, 1992Â wide"	16-Jan-01	NA	95 minutes	NA
Sea of Love1989	78%	65%	"R (adult situations/language, nudity, violence)"	"Drama,Mystery & Suspense"	54	68	"70.0,41.5,52.0,53.0"	"Jan 1, 1989Â wide"	26-May-98	NA	112 minutes	NA
Duma2005	93%	80%	PG (for mild adventure peril)	"Action & Adventure,Drama,Kids & Family"	88	52	"93.0,93.0,71.0,93.0"	"Sep 30, 2005Â limited"	16-May-06	"$810,666 "	101 minutes	Warner Bros. Pictures
The Mod Squad1999	3%	17%	"R (for language, violence and some sexuality)"	"Action & Adventure,Drama,Mystery & Suspense"	62	62	"61.0,51.0,43.0,62.0"	"Mar 26, 1999Â wide"	24-Aug-99	NA	94 minutes	NA
Short Term 122013	98%	93%	R (for language and brief sexuality)	Drama	55	55	"67.0,82.5,61.5,48.0"	"Aug 23, 2013Â limited"	14-Jan-14	NA	21 minutes	Cinedigm
Hounds of Love	88%	69%	NR	Drama	88	88	"47.5,76.0,71.5,61.5"	"May 12, 2017Â limited"	12-May-17	NA	108 minutes	Gunpowder & Sky
The Secret Garden1993	88%	79%	G	"Drama,Kids & Family"	83	94	"50.0,71.0,88.0,75.0"	"Mar 18, 1993Â wide"	1-Jan-00	NA	103 minutes	NA
Old Stone (Lao Shi)	96%	64%	NR	Drama	96	96	"96.0,85.0,96.0,92.5"	"Nov 30, 2016Â limited"	30-Jan-18	"$7,476 "	80 minutes	NA
The Snowman	8%	18%	"R (for grisly images, violence, some language, sexuality and brief nudity)"	"Drama,Mystery & Suspense"	83	48	"77.0,59.0,66.5,50.0"	"Oct 20, 2017Â wide"	16-Jan-18	"$6,658,715 "	NA	Universal Studios
Revolver2005	16%	56%	"R (for violence, language and some nudity)"	"Action & Adventure,Drama,Mystery & Suspense"	59.5	45	"48.0,43.5,39.0,52.0"	"Oct 22, 2005Â wide"	18-Mar-08	"$41,820 "	104 minutes	Samuel Goldwyn Films
Dagon (2001)	64%	56%	R	"Drama,Horror"	69	63.5	"64.0,84.0,64.0,73.5"	NA	23-Jul-02	NA	95 minutes	NA
A Single Man (2009)	85%	81%	R (for some disturbing images and nudity/sexual content)	Drama	73	73	"57.0,60.5,64.0,51.0"	"Dec 11, 2009Â wide"	6-Jul-10	"$9,098,668 "	101 minutes	The Weinstein Company
Lone Wolf McQuade1983	67%	66%	"PG (adult situations/language, nudity, violence)"	"Action & Adventure,Drama"	69	67	"20.0,53.5,44.0,64.0"	"Apr 15, 1983Â limited"	20-Nov-01	NA	107 minutes	NA
Switchback1997	32%	46%	"R (violence, language)"	"Action & Adventure,Drama,Mystery & Suspense"	41	41	"50.5,60.0,61.0,60.0"	"Oct 31, 1997Â wide"	1-Dec-98	NA	118 minutes	NA
